ETF_Ticker,Holding_Ticker,Shares_Today,Shares_Prev,Delta_Shares
SPY,AMT,5667385.0,5652697.0,14688.0
SPY,AMZN,118150223.0,117843611.0,306612.0
SPY,ANET,12484928.0,12452528.0,32400.0
SPY,AON,2591604.0,2584854.0,6750.0
SPY,AOS,1365420.0,1361910.0,3510.0
SPY,APA,4304023.0,4292899.0,11124.0
SPY,APD,2701470.0,2694504.0,6966.0
SPY,APH,14873332.0,14834776.0,38556.0
SPY,APO,5635276.0,5620696.0,14580.0
SPY,APP,3282242.0,3273710.0,8532.0
SPY,APTV,2555658.0,2548962.0,6696.0
SPY,ARE,1884372.0,1879458.0,4914.0
SPY,ARES,2493340.0,2486860.0,6480.0
SPY,ATO,2001602.0,1996418.0,5184.0
SPY,AVB,1716387.0,1711959.0,4428.0
SPY,AVGO,57343394.0,57194570.0,148824.0
SPY,AVY,938172.0,935742.0,2430.0
SPY,AWK,2368167.0,2362065.0,6102.0
SPY,AXON,953220.0,950736.0,2484.0
SPY,AXP,6475819.0,6459025.0,16794.0
SPY,AZO,200451.0,199911.0,540.0
SPY,BA,9509212.0,9484588.0,24624.0
SPY,BAC,80229657.0,80021379.0,208278.0
SPY,BALL,3252731.0,3244307.0,8424.0
SPY,BAX,6257472.0,6241326.0,16146.0
SPY,BBY,2370736.0,2364634.0,6102.0
SPY,BDX,3437434.0,3428470.0,8964.0
SPY,BEN,3781946.0,3772280.0,9666.0
SPY,BF.B,2086903.0,2081557.0,5346.0
SPY,BG,1642941.0,1638675.0,4266.0
SPY,BIIB,1782410.0,1777820.0,4590.0
SPY,BK,8316004.0,8294404.0,21600.0
SPY,BKNG,9759178.0,9733906.0,25272.0
SPY,BKR,11965310.0,11934314.0,30996.0
SPY,BLDR,1353458.0,1350002.0,3456.0
SPY,BLK,1744656.0,1740120.0,4536.0
SPY,BMY,24658151.0,24594215.0,63936.0
SPY,BR,1420127.0,1416455.0,3672.0
SPY,BRK.B,22176281.0,22118717.0,57564.0
SPY,BRO,3551979.0,3542799.0,9180.0
SPY,BSX,17953949.0,17907401.0,46548.0
SPY,BX,9058709.0,9035219.0,23490.0
SPY,BXP,1782200.0,1777556.0,4644.0
SPY,C,21132545.0,21077681.0,54864.0
SPY,CAG,5837779.0,5822767.0,15012.0
SPY,CAH,2841271.0,2833873.0,7398.0
SPY,CARR,9484882.0,9460204.0,24678.0
SPY,CASY,446964.0,445776.0,1188.0
SPY,CAT,5626012.0,5611432.0,14580.0
SPY,CB,4397264.0,4385870.0,11394.0
SPY,CBOE,1264505.0,1261211.0,3294.0
SPY,CBRE,3506047.0,3496921.0,9126.0
SPY,CCI,5272632.0,5258970.0,13662.0
SPY,CCL,15549612.0,15509274.0,40338.0
SPY,CDNS,3297474.0,3288942.0,8532.0
SPY,CDW,1588690.0,1584586.0,4104.0
SPY,CEG,3766306.0,3756532.0,9774.0
SPY,CF,1893285.0,1888371.0,4914.0
SPY,CFG,5119289.0,5105951.0,13338.0
SPY,CHD,2850569.0,2843117.0,7452.0
SPY,CHRW,1438652.0,1434926.0,3726.0
SPY,CHTR,1035706.0,1033006.0,2700.0
SPY,CI,3182758.0,3174496.0,8262.0
SPY,CIEN,1701284.0,1696856.0,4428.0
SPY,CINF,1893832.0,1888918.0,4914.0
SPY,CL,9732506.0,9707180.0,25326.0
SPY,CLX,1466215.0,1462435.0,3780.0
SPY,CMCSA,43374496.0,43261852.0,112644.0
SPY,CME,4359300.0,4347960.0,11340.0
SPY,CMG,15719684.0,15678806.0,40878.0
SPY,CMI,1670570.0,1666250.0,4320.0
SPY,CMS,3707504.0,3697892.0,9612.0
SPY,CNC,5648653.0,5633965.0,14688.0
SPY,CNP,7885825.0,7865359.0,20466.0
SPY,COF,7556533.0,7536931.0,19602.0
SPY,COHR,2268499.0,2262613.0,5886.0
SPY,COIN,2692662.0,2685642.0,7020.0
SPY,COO,2352927.0,2346771.0,6156.0
SPY,COP,14814088.0,14775640.0,38448.0
SPY,COR,2353338.0,2347236.0,6102.0
SPY,COST,5369385.0,5355453.0,13932.0
SPY,CPAY,849222.0,847008.0,2214.0
SPY,CPB,2401963.0,2395807.0,6156.0
SPY,CPRT,10770306.0,10742334.0,27972.0
SPY,CPT,1251051.0,1247811.0,3240.0
SPY,CRH,8093974.0,8072914.0,21060.0
SPY,CRL,601671.0,600105.0,1566.0
SPY,CRM,11331130.0,11301700.0,29430.0
SPY,CRWD,3053812.0,3045874.0,7938.0
SPY,CSCO,47773837.0,47649799.0,124038.0
SPY,CSGP,5151441.0,5138157.0,13284.0
SPY,CSX,22546675.0,22488301.0,58374.0
SPY,CTAS,4105980.0,4095288.0,10692.0
SPY,CTSH,5765501.0,5750489.0,15012.0
SPY,CTVA,8120691.0,8099577.0,21114.0
SPY,CVNA,8582170.0,8559976.0,22194.0
SPY,CVS,15386953.0,15347047.0,39906.0
SPY,CVX,22665145.0,22606285.0,58860.0
SPY,D,10337336.0,10310552.0,26784.0
SPY,DAL,7870817.0,7850405.0,20412.0
SPY,DASH,4536575.0,4524857.0,11718.0
SPY,DD,4921374.0,4908522.0,12852.0
SPY,DDOG,3982195.0,3971881.0,10314.0
SPY,DE,3053071.0,3045133.0,7938.0
SPY,DECK,1705645.0,1701163.0,4482.0
SPY,DELL,3587812.0,3578470.0,9342.0
SPY,DG,2659027.0,2652115.0,6912.0
SPY,DGX,1324367.0,1320911.0,3456.0
SPY,DHI,3250908.0,3242430.0,8478.0
SPY,DHR,7615811.0,7596047.0,19764.0
SPY,DIS,21422002.0,21366382.0,55620.0
SPY,DLR,3919164.0,3909012.0,10152.0
SPY,DLTR,2225532.0,2219754.0,5778.0
SPY,DOC,8348960.0,8327144.0,21816.0
SPY,DOV,1625266.0,1621054.0,4212.0
SPY,DOW,8660391.0,8637873.0,22518.0
SPY,DPZ,377759.0,376787.0,972.0
SPY,DRI,1386864.0,1383246.0,3618.0
SPY,DTE,2508771.0,2502237.0,6534.0
SPY,DUK,9416613.0,9392205.0,24408.0
SPY,DVA,394965.0,393939.0,1026.0
SPY,DVN,13925316.2,13889190.2,36126.0
SPY,DXCM,4637684.0,4625588.0,12096.0
SPY,EA,2731784.0,2724710.0,7074.0
SPY,EBAY,5486238.0,5472036.0,14202.0
SPY,ECL,3086054.0,3078062.0,7992.0
SPY,ED,4375964.0,4364624.0,11340.0
SPY,EFX,1449628.0,1445848.0,3780.0
SPY,EG,488664.0,487368.0,1296.0
SPY,EIX,4677151.0,4665055.0,12096.0
SPY,EL,2973291.0,2965515.0,7776.0
SPY,ELV,2665692.0,2658780.0,6912.0
SPY,EME,542774.0,541370.0,1404.0
SPY,EMR,6807513.0,6789855.0,17658.0
SPY,EOG,6556855.0,6539845.0,17010.0
SPY,EPAM,669356.0,667628.0,1728.0
SPY,EQIX,1188225.0,1185147.0,3078.0
SPY,EQR,4138132.0,4127332.0,10800.0
SPY,EQT,7568327.0,7548725.0,19602.0
SPY,ERIE,306125.0,305315.0,810.0
SPY,ES,4528740.0,4516968.0,11772.0
SPY,ESS,774730.0,772732.0,1998.0
SPY,ETN,4694233.0,4682029.0,12204.0
SPY,ETR,5473254.0,5459052.0,14202.0
SPY,EVRG,2801834.0,2794598.0,7236.0
SPY,EW,7042984.0,7024786.0,18198.0
SPY,EXC,12377136.0,12345006.0,32130.0
SPY,EXE,2886743.0,2879291.0,7452.0
SPY,EXPD,1626730.0,1622518.0,4212.0
SPY,EXPE,1420216.0,1416544.0,3672.0
SPY,EXR,2575334.0,2568692.0,6642.0
SPY,F,47440601.0,47317589.0,123012.0
SPY,FANG,2349023.0,2342921.0,6102.0
SPY,FAST,13929454.0,13893436.0,36018.0
SPY,FCX,17429745.0,17384655.0,45090.0
SPY,FDS,454694.0,453506.0,1188.0
SPY,FDX,2613885.0,2607081.0,6804.0
SPY,FE,6277759.0,6261451.0,16308.0
SPY,FFIV,679504.0,677722.0,1782.0
SPY,FICO,287845.0,287089.0,756.0
SPY,FIS,6284729.0,6268475.0,16254.0
SPY,FISV,6528167.0,6511265.0,16902.0
SPY,FITB,10902083.0,10873841.0,28242.0
SPY,FIX,426344.0,425264.0,1080.0
SPY,FOX,1687547.0,1683119.0,4428.0
SPY,FOXA,2406059.0,2399741.0,6318.0
SPY,FRT,951178.0,948694.0,2484.0
SPY,FSLR,1294738.0,1291390.0,3348.0
SPY,FTNT,7671989.0,7652171.0,19818.0
SPY,FTV,3768469.0,3758641.0,9828.0
SPY,GD,3065460.0,3057468.0,7992.0
SPY,GDDY,1640417.0,1636151.0,4266.0
SPY,GE,12686200.0,12653260.0,32940.0
SPY,GEHC,5538478.0,5524168.0,14310.0
SPY,GEN,6780564.0,6763284.0,17280.0
SPY,GEV,3260066.0,3251588.0,8478.0
SPY,GILD,15002890.0,14963956.0,38934.0
SPY,GIS,6482307.0,6465567.0,16740.0
SPY,GL,955675.0,953191.0,2484.0
SPY,GLW,9434025.0,9409509.0,24516.0
SPY,GM,10920368.0,10892018.0,28350.0
SPY,GNRC,703261.0,701425.0,1836.0
SPY,GOOG,56561590.0,56414818.0,146772.0
SPY,GOOGL,70414628.0,70231892.0,182736.0
SPY,GPC,1677684.0,1673310.0,4374.0
SPY,GPN,2873573.0,2866121.0,7452.0
SPY,GRMN,1985942.0,1980812.0,5130.0
SPY,GS,3627098.0,3617702.0,9396.0
SPY,GWW,530736.0,529386.0,1350.0
SPY,HAL,10100975.0,10074677.0,26298.0
SPY,HAS,1607923.0,1603765.0,4158.0
SPY,HBAN,24645999.0,24582279.0,63720.0
SPY,HCA,1891433.0,1886519.0,4914.0
SPY,HD,12041730.0,12010464.0,31266.0
SPY,HIG,3382138.0,3373390.0,8748.0
SPY,HII,472908.0,471666.0,1242.0
SPY,HLT,2769719.0,2762537.0,7182.0
SPY,HON,7676192.0,7656266.0,19926.0
SPY,HOOD,9546404.0,9521618.0,24786.0
SPY,HPE,16019271.0,15977583.0,41688.0
SPY,HPQ,11037263.0,11008427.0,28836.0
SPY,HRL,3562790.0,3553664.0,9126.0
SPY,HSIC,1214517.0,1211385.0,3132.0
SPY,HST,7731004.0,7710916.0,20088.0
SPY,HSY,1790798.0,1786154.0,4644.0
SPY,HUBB,642051.0,640377.0,1674.0
SPY,HUM,1458741.0,1454961.0,3780.0
SPY,HWM,4845627.0,4833045.0,12582.0
SPY,IBKR,5399109.0,5385123.0,13986.0
SPY,IBM,11305232.0,11275910.0,29322.0
SPY,ICE,6863065.0,6845245.0,17820.0
SPY,IDXX,965469.0,962985.0,2484.0
SPY,IEX,908630.0,906254.0,2376.0
SPY,IFF,3086710.0,3078664.0,8046.0
SPY,INCY,2009506.0,2004268.0,5238.0
SPY,INTC,56812553.0,56665187.0,147366.0
SPY,INTU,3364403.0,3355655.0,8748.0
SPY,INVH,6829247.0,6811535.0,17712.0
SPY,IP,6371792.0,6355214.0,16578.0
SPY,IQV,2061972.0,2056626.0,5346.0
SPY,IR,4290829.0,4279651.0,11178.0
SPY,IRM,3571010.0,3561722.0,9288.0
SPY,ISRG,4295323.0,4284199.0,11124.0
SPY,IT,844299.0,842085.0,2214.0
SPY,ITW,3168603.0,3160395.0,8208.0
SPY,IVZ,5358190.0,5344258.0,13932.0
SPY,J,1439570.0,1435898.0,3672.0
SPY,JBHT,912041.0,909719.0,2322.0
SPY,JBL,1272335.0,1269041.0,3294.0
SPY,JCI,7417852.0,7398628.0,19224.0
SPY,JKHY,878402.0,876134.0,2268.0
SPY,JNJ,29141821.0,29066167.0,75654.0
SPY,JPM,32606342.0,32521724.0,84618.0
SPY,KDP,16445917.0,16403257.0,42660.0
SPY,KEY,11293720.0,11264290.0,29430.0
SPY,KEYS,2071133.0,2065733.0,5400.0
SPY,KHC,10328679.0,10301949.0,26730.0
SPY,KIM,8211959.0,8190791.0,21168.0
SPY,KKR,8287870.0,8266324.0,21546.0
SPY,KLAC,1584933.0,1580829.0,4104.0
SPY,KMB,4026117.0,4015695.0,10422.0
SPY,KMI,23734419.0,23672967.0,61452.0
SPY,KO,46826854.0,46705354.0,121500.0
SPY,KR,7027320.0,7009068.0,18252.0
SPY,KVUE,23224332.0,23164176.0,60156.0
SPY,L,2058718.0,2053426.0,5292.0
SPY,LDOS,1554358.0,1550362.0,3996.0
SPY,LEN,2618294.0,2611544.0,6750.0
SPY,LH,1007991.0,1005399.0,2592.0
SPY,LHX,2266601.0,2260715.0,5886.0
SPY,LII,385205.0,384179.0,1026.0
SPY,LIN,5647585.0,5632951.0,14634.0
SPY,LITE,864462.0,862194.0,2268.0
SPY,LLY,9583098.0,9558204.0,24894.0
SPY,LMT,2448103.0,2441731.0,6372.0
SPY,LNT,3096457.0,3088411.0,8046.0
SPY,LOW,6794069.0,6776465.0,17604.0
SPY,LRCX,15104335.0,15065131.0,39204.0
SPY,LULU,1308841.0,1305493.0,3348.0
SPY,LUV,5913292.0,5897848.0,15444.0
SPY,LVS,3691662.0,3682158.0,9504.0
SPY,LYB,3125433.0,3117333.0,8100.0
SPY,LYV,1920099.0,1915131.0,4968.0
SPY,MA,9847275.0,9821733.0,25542.0
SPY,MAA,1424580.0,1420908.0,3672.0
SPY,MAR,2657342.0,2650430.0,6912.0
SPY,MAS,2441372.0,2435000.0,6372.0
SPY,MCD,8612690.0,8590334.0,22356.0
SPY,MCHP,6569455.0,6552445.0,17010.0
SPY,MCK,1480396.0,1476562.0,3834.0
SPY,MCO,1852377.0,1847571.0,4806.0
SPY,MDLZ,15487145.0,15446915.0,40230.0
SPY,MDT,15497460.0,15457230.0,40230.0
SPY,MET,6641317.0,6624037.0,17280.0
SPY,META,26451893.0,26383259.0,68634.0
SPY,MGM,2286983.0,2280935.0,6048.0
SPY,MKC,3072493.0,3064555.0,7938.0
SPY,MLM,731489.0,729599.0,1890.0
SPY,MMM,6363609.0,6347085.0,16524.0
SPY,MNST,8649859.0,8627449.0,22410.0
SPY,MO,20283589.0,20230885.0,52704.0
SPY,MOS,3861025.0,3851089.0,9936.0
SPY,MPC,3564179.0,3554945.0,9234.0
SPY,MPWR,589062.0,587550.0,1512.0
SPY,MRK,30007564.0,29929642.0,77922.0
SPY,MRNA,4207603.0,4196695.0,10908.0
SPY,MRSH,5850506.0,5835332.0,15174.0
SPY,MS,14549124.0,14511378.0,37746.0
SPY,MSCI,886983.0,884661.0,2322.0
SPY,MSFT,89811097.0,89578033.0,233064.0
SPY,MSI,2001277.0,1996093.0,5184.0
SPY,MTB,1830302.0,1825550.0,4752.0
SPY,MTD,244741.0,244093.0,648.0
SPY,MU,13610912.0,13575596.0,35316.0
SPY,NCLH,5575159.0,5560849.0,14310.0
SPY,NDAQ,5418481.0,5404387.0,14094.0
SPY,NDSN,646143.0,644469.0,1674.0
SPY,NEE,25185243.0,25119849.0,65394.0
SPY,NEM,13218704.0,13184468.0,34236.0
SPY,NFLX,51051167.0,50918651.0,132516.0
SPY,NI,5765401.0,5750389.0,15012.0
SPY,NKE,14402405.0,14364983.0,37422.0
SPY,NOC,1612809.0,1608597.0,4212.0
SPY,NOW,12656268.0,12623436.0,32832.0
SPY,NRG,2574737.0,2568095.0,6642.0
SPY,NSC,2723872.0,2716798.0,7074.0
SPY,NTAP,2383656.0,2377446.0,6210.0
SPY,NTRS,2244734.0,2238902.0,5832.0
SPY,NUE,2767401.0,2760219.0,7182.0
SPY,NVDA,293906857.0,293144107.0,762750.0
SPY,NVR,33887.0,33779.0,108.0
SPY,NWS,1471546.0,1467712.0,3834.0
SPY,NWSA,4542340.0,4530730.0,11610.0
SPY,NXPI,3045336.0,3037452.0,7884.0
SPY,O,11164694.0,11135804.0,28890.0
SPY,ODFL,2224795.0,2219017.0,5778.0
SPY,OKE,7611608.0,7591844.0,19764.0
SPY,OMC,3789603.0,3779721.0,9882.0
SPY,ON,4745508.0,4733142.0,12366.0
SPY,ORCL,20517930.0,20464686.0,53244.0
SPY,ORLY,10172389.0,10145983.0,26406.0
SPY,OTIS,4729299.0,4717095.0,12204.0
SPY,OXY,8694941.0,8672369.0,22572.0
SPY,PANW,9777755.0,9752375.0,25380.0
SPY,PAYX,3930669.0,3920517.0,10152.0
SPY,PCAR,6364265.0,6347795.0,16470.0
SPY,PCG,26658710.0,26589698.0,69012.0
SPY,PEG,6043828.0,6028168.0,15660.0
SPY,PEP,16527851.0,16484975.0,42876.0
SPY,PFE,68713926.0,68535456.0,178470.0
SPY,PFG,2379393.0,2373183.0,6210.0
SPY,PG,28111292.0,28038338.0,72954.0
SPY,PGR,7102178.0,7083764.0,18414.0
SPY,PH,1525374.0,1521432.0,3942.0
SPY,PHM,2314141.0,2308093.0,6048.0
SPY,PKG,1077802.0,1074994.0,2808.0
SPY,PLD,11237898.0,11208738.0,29160.0
SPY,PLTR,27631944.0,27560232.0,71712.0
SPY,PM,18827510.0,18778640.0,48870.0
SPY,PNC,4887315.0,4874625.0,12690.0
SPY,PNR,1986025.0,1980895.0,5130.0
SPY,PNW,1462379.0,1458599.0,3780.0
SPY,PODD,850751.0,848537.0,2214.0
SPY,POOL,396863.0,395837.0,1026.0
SPY,PPG,2710053.0,2703033.0,7020.0
SPY,PPL,8936278.0,8913058.0,23220.0
SPY,PRU,4196281.0,4185373.0,10908.0
SPY,PSA,1916275.0,1911307.0,4968.0
SPY,PSKY,3788630.0,3778856.0,9774.0
SPY,PSX,4878444.0,4865808.0,12636.0
SPY,PTC,1451488.0,1447762.0,3726.0
SPY,PWR,1801745.0,1797047.0,4698.0
SPY,PYPL,11110085.0,11081195.0,28890.0
SPY,Q,2523437.0,2516849.0,6588.0
SPY,QCOM,12900598.0,12867118.0,33480.0
SPY,RCL,3039135.0,3031251.0,7884.0
SPY,REG,2002369.0,1997185.0,5184.0
SPY,REGN,1217240.0,1214054.0,3186.0
SPY,RF,10451333.0,10424063.0,27270.0
SPY,RJF,2112324.0,2106816.0,5508.0
SPY,RL,467457.0,466269.0,1188.0
SPY,RMD,1764450.0,1759860.0,4590.0
SPY,ROK,1364115.0,1360605.0,3510.0
SPY,ROL,3542621.0,3533387.0,9234.0
SPY,ROP,1286187.0,1282839.0,3348.0
SPY,ROST,3907400.0,3897248.0,10152.0
SPY,RSG,2442282.0,2435964.0,6318.0
SPY,RTX,16235292.0,16193172.0,42120.0
SPY,RVTY,1362638.0,1359074.0,3564.0
SPY,SATS,1628558.0,1624346.0,4212.0
SPY,SBAC,1293207.0,1289859.0,3348.0
SPY,SBUX,13770826.0,13735078.0,35748.0
SPY,SCHW,20186845.0,20134411.0,52434.0
SPY,SHW,2783698.0,2776462.0,7236.0
SPY,SJM,1304661.0,1301313.0,3348.0
SPY,SLB,18108589.0,18061663.0,46926.0
SPY,SMCI,6078150.0,6062382.0,15768.0
SPY,SNA,629379.0,627759.0,1620.0
SPY,SNDK,1784861.0,1780217.0,4644.0
SPY,SNPS,2314673.0,2308679.0,5994.0
SPY,SO,13309467.0,13274907.0,34560.0
SPY,SOLV,1797386.0,1792742.0,4644.0
SPY,SPG,3928185.0,3917979.0,10206.0
SPY,SPGI,3699587.0,3689975.0,9612.0
SPY,SRE,7909379.0,7888913.0,20466.0
SPY,STE,1191289.0,1188211.0,3078.0
SPY,STLD,1666252.0,1661932.0,4320.0
SPY,STT,3389382.0,3380634.0,8748.0
SPY,STX,2636775.0,2629917.0,6858.0
SPY,STZ,1711074.0,1706646.0,4428.0
SPY,SW,6329278.0,6312862.0,16416.0
SPY,SWK,1887362.0,1882502.0,4860.0
SPY,SWKS,1843098.0,1838400.0,4698.0
SPY,SYF,4185921.0,4175013.0,10908.0
SPY,SYK,4168433.0,4157633.0,10800.0
SPY,SYY,5793970.0,5778958.0,15012.0
SPY,T,84659594.0,84439868.0,219726.0
SPY,TAP,2024081.0,2018789.0,5292.0
SPY,TDG,683101.0,681319.0,1782.0
SPY,TDY,566570.0,565112.0,1458.0
SPY,TECH,1891314.0,1886400.0,4914.0
SPY,TEL,3544326.0,3535092.0,9234.0
SPY,TER,1900838.0,1895924.0,4914.0
SPY,TFC,15245931.0,15206295.0,39636.0
SPY,TGT,5467188.0,5452986.0,14202.0
SPY,TJX,13428173.0,13393343.0,34830.0
SPY,TKO,804770.0,802664.0,2106.0
SPY,TMO,4543198.0,4531426.0,11772.0
SPY,TMUS,5726902.0,5712052.0,14850.0
SPY,TPL,701156.0,699320.0,1836.0
SPY,TPR,2440915.0,2434543.0,6372.0
SPY,TRGP,2596231.0,2589481.0,6750.0
SPY,TRMB,2872237.0,2864785.0,7452.0
SPY,TROW,2662971.0,2656113.0,6858.0
SPY,TRV,2612320.0,2605516.0,6804.0
SPY,TSCO,6426739.0,6410161.0,16578.0
SPY,TSLA,34013372.0,33925082.0,88290.0
SPY,TSN,3434563.0,3425707.0,8856.0
SPY,TT,2675330.0,2668364.0,6966.0
SPY,TTD,5343667.0,5329843.0,13824.0
SPY,TTWO,2104111.0,2098657.0,5454.0
SPY,TXN,10974640.0,10946128.0,28512.0
SPY,TXT,2092392.0,2086938.0,5454.0
SPY,TYL,522229.0,520879.0,1350.0
SPY,UAL,3926433.0,3916281.0,10152.0
SPY,UBER,24885747.0,24821163.0,64584.0
SPY,UDR,3679651.0,3670201.0,9450.0
SPY,UHS,663119.0,661391.0,1728.0
SPY,ULTA,534536.0,533132.0,1404.0
SPY,UNH,10956203.0,10927745.0,28458.0
SPY,UNP,7171605.0,7152975.0,18630.0
SPY,UPS,8955414.0,8932194.0,23220.0
SPY,URI,760833.0,758835.0,1998.0
SPY,USB,18835155.0,18786339.0,48816.0
SPY,V,20328596.0,20275838.0,52758.0
SPY,VEEV,1828104.0,1823352.0,4752.0
SPY,VICI,13166111.0,13131821.0,34290.0
SPY,VLO,3685377.0,3675819.0,9558.0
SPY,VLTO,3024110.0,3016334.0,7776.0
SPY,VMC,1599995.0,1595837.0,4158.0
SPY,VRSK,1695074.0,1690700.0,4374.0
SPY,VRSN,993196.0,990604.0,2592.0
SPY,VRT,4628857.0,4616869.0,11988.0
SPY,VRTX,3068794.0,3060802.0,7992.0
SPY,VST,3865867.0,3855877.0,9990.0
SPY,VTR,5746881.0,5731977.0,14904.0
SPY,VTRS,14025542.0,13989416.0,36126.0
SPY,VZ,50999010.0,50866656.0,132354.0
SPY,WAB,2068726.0,2063380.0,5346.0
SPY,WAT,1182502.0,1179424.0,3078.0
SPY,WBD,30045322.0,29967508.0,77814.0
SPY,WDAY,2567661.0,2560965.0,6696.0
SPY,WDC,4098055.0,4087417.0,10638.0
SPY,WEC,3947543.0,3937337.0,10206.0
SPY,WELL,8443056.0,8421132.0,21924.0
SPY,WFC,37403200.0,37306108.0,97092.0
SPY,WM,4499866.0,4488202.0,11664.0
SPY,WMB,14758961.0,14720621.0,38340.0
SPY,WMT,53009221.0,52871629.0,137592.0
SPY,WRB,3585269.0,3575927.0,9342.0
SPY,WSM,1436931.0,1433205.0,3726.0
SPY,WST,873258.0,870990.0,2268.0
SPY,WTW,1145621.0,1142651.0,2970.0
SPY,WY,8738771.0,8716145.0,22626.0
SPY,WYNN,1020489.0,1017843.0,2646.0
SPY,XEL,7176030.0,7157454.0,18576.0
SPY,XOM,50536397.0,50405231.0,131166.0
SPY,XYL,2945027.0,2937359.0,7668.0
SPY,XYZ,6606212.0,6589040.0,17172.0
SPY,YUM,3366820.0,3358126.0,8694.0
SPY,ZBH,2405081.0,2398871.0,6210.0
SPY,ZBRA,589311.0,587745.0,1566.0
SPY,ZTS,5096449.0,5083219.0,13230.0
SPYD,-,26765262.24,26676071.63,89190.61
SPYG,-,5200629.6,5183850.22,16779.38
SPYG,AAPL,10986933.0,10954719.0,32214.0
SPYG,ABBV,1217013.0,1213451.0,3562.0
SPYG,ABNB,298257.0,297373.0,884.0
SPYG,ADSK,184216.0,183670.0,546.0
SPYG,ALLE,69626.0,69418.0,208.0
SPYG,AMAT,1187893.0,1184409.0,3484.0
SPYG,AMD,2440191.0,2433041.0,7150.0
SPYG,AMGN,548188.0,546576.0,1612.0
SPYG,AMZN,7749251.0,7726527.0,22724.0
SPYG,ANET,1545766.0,1541242.0,4524.0
SPYG,APH,1840306.0,1834898.0,5408.0
SPYG,APO,368689.0,367597.0,1092.0
SPYG,APP,405737.0,404541.0,1196.0
SPYG,AVGO,7096470.0,7075644.0,20826.0
SPYG,AXON,78066.0,77832.0,234.0
SPYG,AXP,545253.0,543667.0,1586.0
SPYG,AZO,16114.0,16062.0,52.0
SPYG,BA,517312.0,515804.0,1508.0
SPYG,BK,649192.0,647294.0,1898.0
SPYG,BKNG,1205868.0,1202332.0,3536.0
SPYG,BRK.B,2744585.0,2736525.0,8060.0
SPYG,BSX,1487978.0,1483610.0,4368.0
SPYG,CASY,55057.0,54901.0,156.0
SPYG,CAT,696392.0,694338.0,2054.0
SPYG,CBOE,79912.0,79678.0,234.0
SPYG,CCL,1924699.0,1919057.0,5642.0
SPYG,CDNS,256808.0,256054.0,754.0
SPYG,CEG,312552.0,311642.0,910.0
SPYG,CIEN,210746.0,210122.0,624.0
SPYG,CINF,138016.0,137600.0,416.0
SPYG,CME,302348.0,301464.0,884.0
SPYG,CMI,138500.0,138084.0,416.0
SPYG,COHR,280484.0,279652.0,832.0
SPYG,CRWD,377494.0,376376.0,1118.0
SPYG,CSCO,3135064.0,3125860.0,9204.0
SPYG,CVNA,539721.0,538135.0,1586.0
SPYG,DASH,559739.0,558101.0,1638.0
SPYG,DDOG,490987.0,489557.0,1430.0
SPYG,DXCM,293865.0,293007.0,858.0
SPYG,EA,158563.0,158095.0,468.0
SPYG,EBAY,500918.0,499462.0,1456.0
SPYG,EME,66972.0,66764.0,208.0
SPYG,EW,399696.0,398526.0,1170.0
SPYG,EXPE,175307.0,174787.0,520.0
SPYG,FICO,17420.0,17368.0,52.0
SPYG,FIX,52653.0,52497.0,156.0
SPYG,FOX,139993.0,139577.0,416.0
SPYG,FOXA,198208.0,197636.0,572.0
SPYG,FSLR,160642.0,160174.0,468.0
SPYG,FTNT,596224.0,594482.0,1742.0
SPYG,GD,201524.0,200926.0,598.0
SPYG,GE,816429.0,814037.0,2392.0
SPYG,GEV,403400.0,402204.0,1196.0
SPYG,GILD,1002404.0,999466.0,2938.0
SPYG,GLW,806694.0,804328.0,2366.0
SPYG,GOOG,6999790.0,6979250.0,20540.0
SPYG,GOOGL,8714051.0,8688493.0,25558.0
SPYG,GS,291880.0,291022.0,858.0
SPYG,HCA,234238.0,233562.0,676.0
SPYG,HLT,343050.0,342036.0,1014.0
SPYG,HOOD,1183592.0,1180134.0,3458.0
SPYG,HWM,599922.0,598154.0,1768.0
SPYG,IBKR,666830.0,664880.0,1950.0
SPYG,IBM,727300.0,725168.0,2132.0
SPYG,IDXX,119440.0,119102.0,338.0
SPYG,INCY,250809.0,250081.0,728.0
SPYG,INTU,233232.0,232556.0,676.0
SPYG,ISRG,531653.0,530093.0,1560.0
SPYG,JBL,96502.0,96216.0,286.0
SPYG,JCI,604831.0,603063.0,1768.0
SPYG,JNJ,2127939.0,2121699.0,6240.0
SPYG,JPM,2744057.0,2735997.0,8060.0
SPYG,KKR,555208.0,553570.0,1638.0
SPYG,KLAC,196195.0,195623.0,572.0
SPYG,KO,2434195.0,2427045.0,7150.0
SPYG,LITE,106896.0,106584.0,312.0
SPYG,LLY,1186027.0,1182543.0,3484.0
SPYG,LRCX,1868945.0,1863459.0,5486.0
SPYG,LVS,452724.0,451398.0,1326.0
SPYG,LYV,125268.0,124904.0,364.0
SPYG,MA,816600.0,814208.0,2392.0
SPYG,MAR,329291.0,328329.0,962.0
SPYG,MCD,468837.0,467459.0,1378.0
SPYG,MCO,110111.0,109799.0,312.0
SPYG,META,3273600.0,3264006.0,9594.0
SPYG,MNST,1067992.0,1064872.0,3120.0
SPYG,MPWR,72853.0,72645.0,208.0
SPYG,MS,1098609.0,1095385.0,3224.0
