ticker,Total_Shares,ETF_Count,Holding_ETFs
SHC,6322111.0,4,"MDYG中型成长股, ISCG小型股成长, IWP中型成长股, SCZ小型股"
CTEC,6314779.0,1,SCZ小型股
BVN,6307408.0,3,"PICK全球金属与采矿, AUAU黄金矿业, 白银SIL"
VRT,6299757.0,12,"BAI创新与科技, DYNF美国股票因子轮动主动型, IYW美国科技, MTUM美国动量因子, EUSA美国等权重, DECO数字资产生态系统, node链上经济, IWP中型成长股, XYLG标普 500备兑看涨期权及成长型, 工业XLI, CHPXAI 半导体&量子, TEKX变革性科技加速器"
HOPE,6287485.0,6,"XJR标普小型股, IWN罗素 2000 价值, SPSM小型股, ESIX标普小型股, IWM罗素小盘股2000指数, IJS小型股600价值"
VSH,6286438.0,8,"XJR标普小型股, IWN罗素 2000 价值, SPSM小型股, ISCG小型股成长, IWM罗素小盘股2000指数, IGM拓展科技行业, SMLV美国小型股低波动率指数, IJS小型股600价值"
KPG,6246553.0,1,SCZ小型股
MRCY,6240100.0,11,"IDEF国防工业主动型, SLYG小型股600成长, XAR航空航天与国防, XJR标普小型股, IWN罗素 2000 价值, 国防科技 SHLD, SPSM小型股, ISCG小型股成长, IWM罗素小盘股2000指数, IJT标普小型股600价值, ITA 航空航天与国防"
RR,6220209.0,6,"IWC微盘股, TECB美国科技突破多行业, ISCG小型股成长, IWM罗素小盘股2000指数, 人工智能与机器人botz, IWC微型股"
ADAM,6209653.0,7,"SLYG小型股600成长, XJR标普小型股, IWN罗素 2000 价值, SPSM小型股, 超级股息SDIV, IWM罗素小盘股2000指数, IJT标普小型股600价值"
GTM,6202199.0,7,"SLYG小型股600成长, FLOW美国现金流之王100, SPSM小型股, IYW美国科技, IGM拓展科技行业, IJT标普小型股600价值, IJS小型股600价值"
VNDA,6197137.0,7,"IWC微盘股, IWN罗素 2000 价值, XBI生物科技, IWM罗素小盘股2000指数, IBB纳斯达克生物技术, 生物技术XBI, IWC微型股"
GD,6189532.0,12,"IDEF国防工业主动型, EGLE标普 500®美国营收领先, XAR航空航天与国防, 国防科技 SHLD, EUSA美国等权重, KRMA有意识企业, USMV美国最小波动率, XYLG标普 500备兑看涨期权及成长型, 工业XLI, IYJ美国工业, LGLV美国大盘低波动率指数, ITA 航空航天与国防"
BTSG,6151225.0,5,"SLYG小型股600成长, SPSM小型股, ISCG小型股成长, IWM罗素小盘股2000指数, IJT标普小型股600价值"
ADM,6142388.0,7,"农业和食品KROP, VLUE美国价值因子, FLOW美国现金流之王100, EUSA美国等权重, 日常消费_必需XLP, XYLG标普 500备兑看涨期权及成长型, KROP农业科技与食品创新"
CFFN,6141333.0,6,"XJR标普小型股, IWN罗素 2000 价值, SPSM小型股, IWM罗素小盘股2000指数, SMLV美国小型股低波动率指数, IJS小型股600价值"
RMBS,6130524.0,12,"SQLT美国小型股质量因子, smhx无晶圆半导体, xsd半导体, MDYG中型成长股, ARTY人工智能与科技, ISCG小型股成长, XSD半导体, IWM罗素小盘股2000指数, IGM拓展科技行业, SOXX 半导体, CHPXAI 半导体&量子, THRO美国主题轮动"
KW,6126374.0,6,"XJR标普小型股, IWN罗素 2000 价值, SPSM小型股, ESIX标普小型股, IWM罗素小盘股2000指数, IJS小型股600价值"
WY,6122687.0,4,"EGLE标普 500®美国营收领先, EUSA美国等权重, 房地产XLRE, XYLG标普 500备兑看涨期权及成长型"
TIC,6118759.0,3,"IWN罗素 2000 价值, ISCG小型股成长, IWM罗素小盘股2000指数"
DOC,6092388.0,6,"EGLE标普 500®美国营收领先, ISCG小型股成长, EUSA美国等权重, 房地产XLRE, XYLG标普 500备兑看涨期权及成长型, SCZ小型股"
PBI,6078895.0,11,"SLYG小型股600成长, XJR标普小型股, XJR标普小型股, IWN罗素 2000 价值, SPSM小型股, ESIX标普小型股, IWM罗素小盘股2000指数, IJT标普小型股600价值, IJT标普小型股600价值, IJS小型股600价值, IJS小型股600价值"
WTTR,6074136.0,7,"IWC微盘股, SQLT美国小型股质量因子, IEZ美国石油设备及服务, IWN罗素 2000 价值, oih石油服务, IWM罗素小盘股2000指数, IWC微型股"
DAN,6054892.0,11,"SLYG小型股600成长, XJR标普小型股, IWN罗素 2000 价值, SPSM小型股, ISCG小型股成长, HAIL智能出行, ESIX标普小型股, IWM罗素小盘股2000指数, IJT标普小型股600价值, IJS小型股600价值, SCZ小型股"
VERA,6054046.0,4,"XBI生物科技, IWM罗素小盘股2000指数, IBB纳斯达克生物技术, 生物技术XBI"
MAH,6043989.0,2,"PICK全球金属与采矿, SCZ小型股"
SBUX,6043443.0,9,"EGLE标普 500®美国营收领先, QYLG纳斯达克 100®备兑看涨期权及成长型, QRMI纳斯达克 100®风险管理收益, trud可选消费品, 消费电子_非必需XLY, EUSA美国等权重, MILN千禧一代消费者, XYLG标普 500备兑看涨期权及成长型, FLAG标普 500美国市场领导者前 50 强"
KSS,6035721.0,7,"XJR标普小型股, IWN罗素 2000 价值, xrt零售, SPSM小型股, ESIX标普小型股, IWM罗素小盘股2000指数, IJS小型股600价值"
INDV,6027833.0,6,"SLYG小型股600成长, IWN罗素 2000 价值, SPSM小型股, IWM罗素小盘股2000指数, IJT标普小型股600价值, SMLV美国小型股低波动率指数"
EDV,6015351.0,1,SCZ小型股
TRIP,6011768.0,11,"SLYG小型股600成长, SQLT美国小型股质量因子, XJR标普小型股, IWN罗素 2000 价值, SPSM小型股, MILN千禧一代消费者, ESIX标普小型股, IWM罗素小盘股2000指数, IGM拓展科技行业, IJT标普小型股600价值, EBIZ电子商务"
HYMC,6005173.0,5,"IWC微盘股, XME金属与矿业, AUAU黄金矿业, 白银SIL, IWC微型股"
AEE,5994538.0,10,"公用事业XLU, EGLE标普 500®美国营收领先, POWR美国电力基础设施, MTUM美国动量因子, EUSA美国等权重, USMV美国最小波动率, IFRA 美国基础设施, XYLG标普 500备兑看涨期权及成长型, 美国电器化ZAP, LGLV美国大盘低波动率指数"
KIM,5993694.0,5,"EGLE标普 500®美国营收领先, EUSA美国等权重, 房地产XLRE, XYLG标普 500备兑看涨期权及成长型, LGLV美国大盘低波动率指数"
STNE,5975567.0,1,IWM罗素小盘股2000指数
UPWK,5962782.0,6,"SLYG小型股600成长, SQLT美国小型股质量因子, XJR标普小型股, SPSM小型股, IWM罗素小盘股2000指数, IJT标普小型股600价值"
FBRT,5944855.0,9,"IWC微盘股, XJR标普小型股, IWN罗素 2000 价值, SPSM小型股, 超级股息SDIV, ESIX标普小型股, IWM罗素小盘股2000指数, IJS小型股600价值, IWC微型股"
CRK,5941154.0,12,"XOP石油天然气, SLYG小型股600成长, IEO美国天然气勘探与生产, IWN罗素 2000 价值, POWR美国电力基础设施, SPSM小型股, ISCG小型股成长, LNGX美国天然气, ESIX标普小型股, IWM罗素小盘股2000指数, IJT标普小型股600价值, IJS小型股600价值"
FRSH,5931023.0,6,"xsw软件, XSW软件与服务, TECB美国科技突破多行业, ISCG小型股成长, IWM罗素小盘股2000指数, IGM拓展科技行业"
TWO,5925075.0,7,"XJR标普小型股, IWN罗素 2000 价值, SPSM小型股, 超级股息SDIV, ESIX标普小型股, IWM罗素小盘股2000指数, IJS小型股600价值"
ALM,5922003.0,2,"SCZ小型股, REMX 稀土_战略金属"
SFL,5915127.0,5,"IWN罗素 2000 价值, 超级股息SDIV, IWM罗素小盘股2000指数, SMLV美国小型股低波动率指数, SCZ小型股"
OPLN,5892077.0,8,"SLYG小型股600成长, XJR标普小型股, IWN罗素 2000 价值, SPSM小型股, ISCG小型股成长, IWM罗素小盘股2000指数, IJT标普小型股600价值, SMLV美国小型股低波动率指数"
RIO,5883702.0,4,"PICK全球金属与采矿, PICK全球金属与采矿, ICOP铜及金属矿业, LIT 锂电池"
EVGO,5873555.0,5,"IDRV自驱汽车与科技, IWN罗素 2000 价值, xrt零售, IWM罗素小盘股2000指数, 美国电器化ZAP"
TWST,5872089.0,7,"TECB美国科技突破多行业, GNOM基因组学与生物技术, XBI生物科技, ISCG小型股成长, IWM罗素小盘股2000指数, IBB纳斯达克生物技术, 生物技术XBI"
COF,5840198.0,10,"EGLE标普 500®美国营收领先, VLUE美国价值因子, truf金融, DYNF美国股票因子轮动主动型, EUSA美国等权重, KRMA有意识企业, XYLG标普 500备兑看涨期权及成长型, 金融XLF, IYJ美国工业, FLAG标普 500美国市场领导者前 50 强"
PMT,5832987.0,8,"SLYG小型股600成长, XJR标普小型股, IWN罗素 2000 价值, SPSM小型股, 超级股息SDIV, ESIX标普小型股, IWM罗素小盘股2000指数, IJT标普小型股600价值"
LLL,5825718.0,2,"PICK全球金属与采矿, SCZ小型股"
BGL,5822566.0,1,SCZ小型股
GO,5822056.0,7,"XJR标普小型股, IWN罗素 2000 价值, xrt零售, SPSM小型股, ESIX标普小型股, IWM罗素小盘股2000指数, IJS小型股600价值"
FFBC,5819125.0,7,"KBE银行, XJR标普小型股, IWN罗素 2000 价值, SPSM小型股, ESIX标普小型股, IWM罗素小盘股2000指数, IJS小型股600价值"
XYZ,5801973.0,13,"EGLE标普 500®美国营收领先, truf金融, genz 数字原生经济, TECB美国科技突破多行业, EUSA美国等权重, MILN千禧一代消费者, node链上经济, IWP中型成长股, XYLG标普 500备兑看涨期权及成长型, 金融XLF, dapp数字化转型, IYJ美国工业, THRO美国主题轮动"
NFE,5799011.0,3,"IWN罗素 2000 价值, LNGX美国天然气, IWM罗素小盘股2000指数"
LMT,5788088.0,17,"QUAL美国质量因子, IDEF国防工业主动型, EGLE标普 500®美国营收领先, XAR航空航天与国防, DYNF美国股票因子轮动主动型, 国防科技 SHLD, MTUM美国动量因子, EUSA美国等权重, KRMA有意识企业, USMV美国最小波动率, XYLG标普 500备兑看涨期权及成长型, 工业XLI, IYJ美国工业, FLAG标普 500美国市场领导者前 50 强, THRO美国主题轮动, LGLV美国大盘低波动率指数, ITA 航空航天与国防"
PEB,5786397.0,6,"XJR标普小型股, IWN罗素 2000 价值, SPSM小型股, ESIX标普小型股, IWM罗素小盘股2000指数, IJS小型股600价值"
CAN,5767659.0,2,"区块链BKCH, SCZ小型股"
SONO,5766935.0,8,"SLYG小型股600成长, XJR标普小型股, IWN罗素 2000 价值, SPSM小型股, ISCG小型股成长, ESIX标普小型股, IWM罗素小盘股2000指数, IJT标普小型股600价值"
EBS,5754240.0,7,"IWC微盘股, IWN罗素 2000 价值, XBI生物科技, IWM罗素小盘股2000指数, IBB纳斯达克生物技术, 生物技术XBI, IWC微型股"
BKD,5750340.0,3,"AGNG老龄化人口, IWN罗素 2000 价值, IWM罗素小盘股2000指数"
WDC,5742794.0,17,"BAI创新与科技, VLUE美国价值因子, 科技XLK, QYLG纳斯达克 100®备兑看涨期权及成长型, DYNF美国股票因子轮动主动型, TECB美国科技突破多行业, TYLG信息技术类备兑看涨期权及成长型, ARTY人工智能与科技, QRMI纳斯达克 100®风险管理收益, IYW美国科技, MTUM美国动量因子, trut科技, GXPTMSCI 信息技术, EUSA美国等权重, IGM拓展科技行业, XYLG标普 500备兑看涨期权及成长型, THRO美国主题轮动"
FCPT,5738244.0,10,"SLYG小型股600成长, SQLT美国小型股质量因子, XJR标普小型股, IWN罗素 2000 价值, SPSM小型股, ISCG小型股成长, IWM罗素小盘股2000指数, IJT标普小型股600价值, SMLV美国小型股低波动率指数, IJS小型股600价值"
BBY,5737225.0,10,"QUAL美国质量因子, EGLE标普 500®美国营收领先, VLUE美国价值因子, FLOW美国现金流之王100, xrt零售, trud可选消费品, 消费电子_非必需XLY, EUSA美国等权重, XYLG标普 500备兑看涨期权及成长型, SCZ小型股"
DBRG,5734083.0,3,"IWN罗素 2000 价值, ISCG小型股成长, IWM罗素小盘股2000指数"
NEXT,5708011.0,3,"能源基础设施MLPX, ISCG小型股成长, IWM罗素小盘股2000指数"
GEO,5706356.0,6,"XJR标普小型股, SPSM小型股, ISCG小型股成长, ESIX标普小型股, IWM罗素小盘股2000指数, IJS小型股600价值"
GTX,5704082.0,3,"IWN罗素 2000 价值, HAIL智能出行, IWM罗素小盘股2000指数"
AI,5700894.0,7,"xsw软件, XSW软件与服务, TECB美国科技突破多行业, ISCG小型股成长, IWM罗素小盘股2000指数, IGM拓展科技行业, 人工智能与科技AIQ"
TXT,5699747.0,11,"IDEF国防工业主动型, EGLE标普 500®美国营收领先, VLUE美国价值因子, XAR航空航天与国防, EUSA美国等权重, HAIL智能出行, XYLG标普 500备兑看涨期权及成长型, 工业XLI, IYJ美国工业, LGLV美国大盘低波动率指数, ITA 航空航天与国防"
ENPH,5695825.0,15,"CTEC气候科技, XJR标普小型股, POWR美国电力基础设施, SPSM小型股, ISCG小型股成长, HAIL智能出行, IYE美国能源, IWP中型成长股, IGM拓展科技行业, ETEC突破性环境解决方案, IJS小型股600价值, smog低碳能源, THRO美国主题轮动, CNRG清洁能源, ICLN全球清洁能源"
MLYS,5689900.0,7,"IWC微盘股, XBI生物科技, ISCG小型股成长, IWM罗素小盘股2000指数, IBB纳斯达克生物技术, 生物技术XBI, IWC微型股"
BFLY,5679881.0,3,"IWC微盘股, IWM罗素小盘股2000指数, IWC微型股"
PENG,5677815.0,12,"IWC微盘股, SLYG小型股600成长, xsd半导体, XJR标普小型股, IWN罗素 2000 价值, SPSM小型股, XSD半导体, ESIX标普小型股, IWM罗素小盘股2000指数, IJT标普小型股600价值, IJS小型股600价值, IWC微型股"
CCC,5668320.0,9,"xsw软件, XSW软件与服务, TECB美国科技突破多行业, IYW美国科技, ISCG小型股成长, IGM拓展科技行业, SMLV美国小型股低波动率指数, 人工智能与科技AIQ, SCZ小型股"
WT,5662210.0,8,"SLYG小型股600成长, XJR标普小型股, SPSM小型股, ISCG小型股成长, ESIX标普小型股, IWM罗素小盘股2000指数, IJT标普小型股600价值, SMLV美国小型股低波动率指数"
FLR,5652911.0,5,"IWN罗素 2000 价值, ISCG小型股成长, IFRA 美国基础设施, IWM罗素小盘股2000指数, MDYV中型市值价值"
NRG,5648752.0,10,"公用事业XLU, EGLE标普 500®美国营收领先, DYNF美国股票因子轮动主动型, POWR美国电力基础设施, MTUM美国动量因子, EUSA美国等权重, IFRA 美国基础设施, node链上经济, IWP中型成长股, XYLG标普 500备兑看涨期权及成长型"
HRTX,5644937.0,4,"IWC微盘股, IWN罗素 2000 价值, IWM罗素小盘股2000指数, IWC微型股"
BKNG,5631541.0,11,"QYLG纳斯达克 100®备兑看涨期权及成长型, DYNF美国股票因子轮动主动型, QRMI纳斯达克 100®风险管理收益, XNTK科技, trud可选消费品, 消费电子_非必需XLY, EUSA美国等权重, KRMA有意识企业, MILN千禧一代消费者, XYLG标普 500备兑看涨期权及成长型, EBIZ电子商务"
PAA,5628449.0,1,能源基础设施MLPX
NOV,5628154.0,6,"SQLT美国小型股质量因子, IEZ美国石油设备及服务, FLOW美国现金流之王100, oih石油服务, IYE美国能源, MDYV中型市值价值"
PUMP,5622187.0,4,"IEZ美国石油设备及服务, IWN罗素 2000 价值, oih石油服务, IWM罗素小盘股2000指数"
TKO,5613450.0,7,"PICK全球金属与采矿, EGLE标普 500®美国营收领先, 通信服务XLC, IWP中型成长股, XYLG标普 500备兑看涨期权及成长型, SCZ小型股, ICOP铜及金属矿业"
WLN,5612953.0,1,SCZ小型股
S,5612122.0,8,"xsw软件, XSW软件与服务, TECB美国科技突破多行业, 网络安全BUG, IYW美国科技, ISCG小型股成长, IWP中型成长股, IGM拓展科技行业"
DXC,5607490.0,12,"xsw软件, XSW软件与服务, XJR标普小型股, FLOW美国现金流之王100, SPSM小型股, IYW美国科技, ESIX标普小型股, IGM拓展科技行业, SMLV美国小型股低波动率指数, 人工智能与科技AIQ, IJS小型股600价值, THRO美国主题轮动"
ATEN,5600049.0,19,"IWC微盘股, xsw软件, SLYG小型股600成长, SQLT美国小型股质量因子, XSW软件与服务, XJR标普小型股, IWN罗素 2000 价值, TECB美国科技突破多行业, SPSM小型股, 网络安全BUG, ISCG小型股成长, ESIX标普小型股, IWM罗素小盘股2000指数, IGM拓展科技行业, IJT标普小型股600价值, IDGT美国数字基础设施及房地产, SMLV美国小型股低波动率指数, IJS小型股600价值, IWC微型股"
ADEA,5598883.0,12,"xsw软件, SLYG小型股600成长, SQLT美国小型股质量因子, XSW软件与服务, XJR标普小型股, IWN罗素 2000 价值, SPSM小型股, ISCG小型股成长, ESIX标普小型股, IWM罗素小盘股2000指数, IGM拓展科技行业, IJT标普小型股600价值"
PLTK,5584933.0,5,"HERO视频游戏与电竞, IWN罗素 2000 价值, 超级股息SDIV, IWM罗素小盘股2000指数, IGM拓展科技行业"
TRNO,5582546.0,10,"SLYG小型股600成长, SQLT美国小型股质量因子, XJR标普小型股, IWN罗素 2000 价值, SPSM小型股, ISCG小型股成长, ESIX标普小型股, IWM罗素小盘股2000指数, IJT标普小型股600价值, IJS小型股600价值"
HTZ,5582307.0,8,"SLYG小型股600成长, XJR标普小型股, SPSM小型股, ISCG小型股成长, ESIX标普小型股, IWM罗素小盘股2000指数, IJT标普小型股600价值, IJS小型股600价值"
NSR,5576023.0,1,SCZ小型股
SEM,5567629.0,8,"XJR标普小型股, IWN罗素 2000 价值, SPSM小型股, ESIX标普小型股, IWM罗素小盘股2000指数, SMLV美国小型股低波动率指数, IJS小型股600价值, SCZ小型股"
LZ,5566621.0,7,"SLYG小型股600成长, XJR标普小型股, SPSM小型股, ISCG小型股成长, IWM罗素小盘股2000指数, IJT标普小型股600价值, IJS小型股600价值"
AMTM,5547258.0,4,"国防科技 SHLD, SPSM小型股, IJS小型股600价值, IYJ美国工业"
SBCF,5537960.0,10,"SLYG小型股600成长, KBE银行, XJR标普小型股, IWN罗素 2000 价值, SPSM小型股, ISCG小型股成长, ESIX标普小型股, IWM罗素小盘股2000指数, IJT标普小型股600价值, IJS小型股600价值"
AHR,5532492.0,5,"IWN罗素 2000 价值, MDYG中型成长股, ISCG小型股成长, IWM罗素小盘股2000指数, MDYV中型市值价值"
IBE,5526592.0,1,ICLN全球清洁能源
RBLX,5522079.0,10,"espo视频游戏和电子竞技, HERO视频游戏与电竞, GXPC通信服务, xsw软件, XSW软件与服务, DYNF美国股票因子轮动主动型, genz 数字原生经济, EUSA美国等权重, IWP中型成长股, IGM拓展科技行业"
QLT,5519417.0,1,SCZ小型股
PRVA,5518442.0,7,"SLYG小型股600成长, HEAL健康科技 ETF, XJR标普小型股, SPSM小型股, ISCG小型股成长, IWM罗素小盘股2000指数, IJT标普小型股600价值"
DAWN,5509145.0,6,"IWN罗素 2000 价值, XBI生物科技, ISCG小型股成长, IWM罗素小盘股2000指数, IBB纳斯达克生物技术, 生物技术XBI"
TDOC,5506084.0,3,"HEAL健康科技 ETF, IWN罗素 2000 价值, IWM罗素小盘股2000指数"
HLIT,5498980.0,9,"SQLT美国小型股质量因子, XJR标普小型股, IWN罗素 2000 价值, SPSM小型股, ISCG小型股成长, ESIX标普小型股, IWM罗素小盘股2000指数, IGM拓展科技行业, IJS小型股600价值"
ZETA,5494557.0,5,"xsw软件, XSW软件与服务, ISCG小型股成长, IWM罗素小盘股2000指数, IGM拓展科技行业"
TRP,5486812.0,2,"能源基础设施MLPX, IFRA 美国基础设施"
EMR,5482932.0,7,"EUSA美国等权重, ibot机器人, XYLG标普 500备兑看涨期权及成长型, 工业XLI, IYJ美国工业, SCZ小型股, THRO美国主题轮动"
WAY,5481626.0,8,"SLYG小型股600成长, SQLT美国小型股质量因子, HEAL健康科技 ETF, IWN罗素 2000 价值, SPSM小型股, ISCG小型股成长, IWM罗素小盘股2000指数, IJT标普小型股600价值"
DXCM,5481375.0,10,"EGLE标普 500®美国营收领先, truh医疗保健, AGNG老龄化人口, HEAL健康科技 ETF, QYLG纳斯达克 100®备兑看涨期权及成长型, QRMI纳斯达克 100®风险管理收益, EUSA美国等权重, 医疗XLV, IWP中型成长股, XYLG标普 500备兑看涨期权及成长型"
SW,5452438.0,5,"原材料XLB, VLUE美国价值因子, EUSA美国等权重, XYLG标普 500备兑看涨期权及成长型, IYJ美国工业"
BUR,5448772.0,3,"IWN罗素 2000 价值, ISCG小型股成长, IWM罗素小盘股2000指数"
ARLO,5446503.0,10,"IWC微盘股, SLYG小型股600成长, XJR标普小型股, SPSM小型股, ISCG小型股成长, ESIX标普小型股, IWM罗素小盘股2000指数, IGM拓展科技行业, IJT标普小型股600价值, IWC微型股"
TRN,5433872.0,8,"XJR标普小型股, IWN罗素 2000 价值, SPSM小型股, ESIX标普小型股, IFRA 美国基础设施, IWM罗素小盘股2000指数, IJS小型股600价值, SCZ小型股"
CURB,5433504.0,8,"SLYG小型股600成长, SQLT美国小型股质量因子, XJR标普小型股, IWN罗素 2000 价值, SPSM小型股, ISCG小型股成长, IWM罗素小盘股2000指数, IJT标普小型股600价值"
ADPT,5431141.0,5,"IWC微盘股, ISCG小型股成长, IWM罗素小盘股2000指数, IBB纳斯达克生物技术, IWC微型股"
FTRE,5420256.0,8,"XJR标普小型股, IWN罗素 2000 价值, SPSM小型股, ISCG小型股成长, ESIX标普小型股, IWM罗素小盘股2000指数, IJS小型股600价值, IBB纳斯达克生物技术"
WVE,5414982.0,7,"IWC微盘股, IWN罗素 2000 价值, GNOM基因组学与生物技术, ISCG小型股成长, IWM罗素小盘股2000指数, IBB纳斯达克生物技术, IWC微型股"
SMTC,5413792.0,12,"SLYG小型股600成长, smhx无晶圆半导体, xsd半导体, XJR标普小型股, SPSM小型股, ISCG小型股成长, XSD半导体, ESIX标普小型股, IWM罗素小盘股2000指数, IGM拓展科技行业, IJT标普小型股600价值, IJS小型股600价值"
GTES,5413073.0,7,"SLYG小型股600成长, XJR标普小型股, SPSM小型股, ESIX标普小型股, IJT标普小型股600价值, IJS小型股600价值, IYJ美国工业"
CSGP,5410256.0,10,"QUAL美国质量因子, EGLE标普 500®美国营收领先, QYLG纳斯达克 100®备兑看涨期权及成长型, ARTY人工智能与科技, QRMI纳斯达克 100®风险管理收益, EUSA美国等权重, 房地产XLRE, IWP中型成长股, XYLG标普 500备兑看涨期权及成长型, EBIZ电子商务"
GPGI,5410236.0,6,"IWC微盘股, IWN罗素 2000 价值, node链上经济, IWM罗素小盘股2000指数, IGM拓展科技行业, IWC微型股"
SBH,5407702.0,6,"XJR标普小型股, IWN罗素 2000 价值, xrt零售, SPSM小型股, IWM罗素小盘股2000指数, IJS小型股600价值"
WFFUT,5392000.0,10,"IYM美国基础材料, IYW美国科技, IYE美国能源, IFRA 美国基础设施, IGM拓展科技行业, SOXX 半导体, IDGT美国数字基础设施及房地产, IAK美国保险, IYJ美国工业, ITA 航空航天与国防"
PURR,5386758.0,3,"XBI生物科技, node链上经济, 生物技术XBI"
VTR,5375800.0,7,"EGLE标普 500®美国营收领先, AGNG老龄化人口, MTUM美国动量因子, EUSA美国等权重, USMV美国最小波动率, 房地产XLRE, XYLG标普 500备兑看涨期权及成长型"
HST,5370896.0,5,"EGLE标普 500®美国营收领先, SQLT美国小型股质量因子, KRMA有意识企业, 房地产XLRE, XYLG标普 500备兑看涨期权及成长型"
MRSH,5362394.0,7,"QUAL美国质量因子, EUSA美国等权重, USMV美国最小波动率, XYLG标普 500备兑看涨期权及成长型, 金融XLF, THRO美国主题轮动, LGLV美国大盘低波动率指数"
BSL,5358079.0,3,"PICK全球金属与采矿, SCZ小型股, SCZ小型股"
CON,5347899.0,7,"SLYG小型股600成长, IDRV自驱汽车与科技, IWN罗素 2000 价值, SPSM小型股, IWM罗素小盘股2000指数, IJT标普小型股600价值, IJS小型股600价值"
SKT,5330697.0,9,"SLYG小型股600成长, XJR标普小型股, IWN罗素 2000 价值, SPSM小型股, ISCG小型股成长, ESIX标普小型股, IWM罗素小盘股2000指数, IJT标普小型股600价值, IJS小型股600价值"
EW,5321295.0,8,"QUAL美国质量因子, EGLE标普 500®美国营收领先, truh医疗保健, AGNG老龄化人口, EUSA美国等权重, 医疗XLV, XYLG标普 500备兑看涨期权及成长型, THRO美国主题轮动"
LNT,5320369.0,10,"公用事业XLU, EGLE标普 500®美国营收领先, POWR美国电力基础设施, MTUM美国动量因子, EUSA美国等权重, USMV美国最小波动率, IFRA 美国基础设施, XYLG标普 500备兑看涨期权及成长型, 美国电器化ZAP, TEKX变革性科技加速器"
CERS,5317661.0,3,"IWC微盘股, IWM罗素小盘股2000指数, IWC微型股"
UPS,5314310.0,9,"EGLE标普 500®美国营收领先, VLUE美国价值因子, DYNF美国股票因子轮动主动型, EUSA美国等权重, KRMA有意识企业, XYLG标普 500备兑看涨期权及成长型, 工业XLI, IYJ美国工业, FLAG标普 500美国市场领导者前 50 强"
ENB,5303357.0,1,能源基础设施MLPX
HCC,5298010.0,10,"PICK全球金属与采矿, SLYG小型股600成长, XME金属与矿业, IWN罗素 2000 价值, POWR美国电力基础设施, SPSM小型股, IWM罗素小盘股2000指数, IJT标普小型股600价值, SMLV美国小型股低波动率指数, IJS小型股600价值"
BTDR,5294956.0,5,"区块链BKCH, node链上经济, IWM罗素小盘股2000指数, dapp数字化转型, SCZ小型股"
HIMS,5289515.0,6,"SQLT美国小型股质量因子, HEAL健康科技 ETF, MDYG中型成长股, ISCG小型股成长, MILN千禧一代消费者, IWM罗素小盘股2000指数"
CENX,5288238.0,11,"PICK全球金属与采矿, SLYG小型股600成长, XME金属与矿业, XJR标普小型股, SPSM小型股, ISCG小型股成长, ESIX标普小型股, IFRA 美国基础设施, IWM罗素小盘股2000指数, IJT标普小型股600价值, IJS小型股600价值"
AHCO,5271981.0,5,"XJR标普小型股, IWN罗素 2000 价值, SPSM小型股, IWM罗素小盘股2000指数, IJS小型股600价值"
SFIX,5267067.0,5,"IWC微盘股, IWN罗素 2000 价值, xrt零售, IWM罗素小盘股2000指数, IWC微型股"
NABL,5260169.0,13,"xsw软件, SLYG小型股600成长, XSW软件与服务, XJR标普小型股, IWN罗素 2000 价值, TECB美国科技突破多行业, SPSM小型股, ISCG小型股成长, ESIX标普小型股, IWM罗素小盘股2000指数, IGM拓展科技行业, IJT标普小型股600价值, IJS小型股600价值"
LHX,5260030.0,13,"IDEF国防工业主动型, EGLE标普 500®美国营收领先, VLUE美国价值因子, XAR航空航天与国防, DYNF美国股票因子轮动主动型, 国防科技 SHLD, MTUM美国动量因子, EUSA美国等权重, XYLG标普 500备兑看涨期权及成长型, 工业XLI, IYJ美国工业, LGLV美国大盘低波动率指数, ITA 航空航天与国防"
DDD,5252704.0,4,"IWC微盘股, IWN罗素 2000 价值, IWM罗素小盘股2000指数, IWC微型股"
VKTX,5243556.0,4,"XBI生物科技, ISCG小型股成长, IWP中型成长股, 生物技术XBI"
EGY,5212407.0,6,"IWC微盘股, XOP石油天然气, IEO美国天然气勘探与生产, IWN罗素 2000 价值, IWM罗素小盘股2000指数, IWC微型股"
CNH,5207045.0,11,"PICK全球金属与采矿, 农业和食品KROP, VLUE美国价值因子, EUSA美国等权重, ETEC突破性环境解决方案, KROP农业科技与食品创新, MDYV中型市值价值, IYJ美国工业, ICOP铜及金属矿业, THRO美国主题轮动, ICLN全球清洁能源"
VCEL,5203390.0,10,"SLYG小型股600成长, XJR标普小型股, SPSM小型股, XBI生物科技, ISCG小型股成长, IWM罗素小盘股2000指数, IJT标普小型股600价值, SMLV美国小型股低波动率指数, IBB纳斯达克生物技术, 生物技术XBI"
BX,5201981.0,6,"EGLE标普 500®美国营收领先, truf金融, EUSA美国等权重, XYLG标普 500备兑看涨期权及成长型, 金融XLF, THRO美国主题轮动"
FCF,5195288.0,6,"XJR标普小型股, IWN罗素 2000 价值, SPSM小型股, ESIX标普小型股, IWM罗素小盘股2000指数, IJS小型股600价值"
GENI,5182221.0,1,IWM罗素小盘股2000指数
ESI,5175938.0,8,"SLYG小型股600成长, XJR标普小型股, IYM美国基础材料, SPSM小型股, ISCG小型股成长, ESIX标普小型股, IJT标普小型股600价值, IJS小型股600价值"
